producer;location;contact_info;link;address;latitude;longitude
Van Ryn's Distillery & Brandy Cellar;Stellenbosch;021 881 3875;http://www.vanryns.co.za;5, Bergwater Road, Klein Karoo, South Africa;-33,934444;18,869167
Veenwouden Private Cellar;Paarl;021 872 6806;http://www.veenwouden.com;15, Bergvliet Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Vendome Wine Estate;Paarl;021 863 3905;http://www.vendome.co.za;9, Houwhoek Road, Worcester, 6849, South Africa;-33,7310282;18,9642117
Vergelegen Wines;Helderberg;021 847 2100;http://www.vergelegen.co.za;35, Koelenhof Road, Stellenbosch, 7600, South Africa;42,6511341;-73,7936672
Vergenoegd Löw The Wine Estate;Helderberg;021 843 3248;http://www.vergenoegd.co.za;12, Plettenberg Bay Road, Plettenberg Bay, 6600, South Africa;42,6511341;-73,7936672
Versailles Wines;Wellington;021 873 2618;http://www.versailleswines.co.za;15, Helderberg Road, Somerset West, 7130, South Africa;-41,2887953;174,7772114
Versus;Stellenbosch;021 881 3870;http://versuswines.co.za/;15, Blaauwklippen Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Vilafonte;Stellenbosch;021 886 4083;http://www.vilafonte.com;5, Pearly Bay Road, Worcester, 6849, South Africa;-33,934444;18,869167
Viljoensdrift Wines and Cruises;Robertson;023 615 1901;http://www.viljoensdrift.co.za;15, Perdeberg Wines Road, Paarl, 7646, South Africa;31,0339058;-96,5079742
Villiera Wines;Stellenbosch;021 865 2002;http://www.villiera.com;25, Peter Bayly Road, Klein Karoo, South Africa;-33,934444;18,869167
Villiersdorp Winery;Overberg;028 840 0083;http://www.villiersdorpwinery.co.za;10, Peter Falke Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
Villion Family Wines;Overberg;028 284 9248;http://www.villionwines.com;15, Picky Bev Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
Vinette (wine in a can);Stellenbosch;082 566 3773;http://vinettewine.co;20, Piekenierskloof Road, Olifants River, South Africa;-33,934444;18,869167
Vineyard Friends;Wellington;021 001 3150;http://www.vineyardfriends.co.za;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-41,2887953;174,7772114
Vinimark Trading;Stellenbosch;021 883 8043;http://www.vinimark.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Visio Vintners;Stellenbosch;;http://www.visiovintners.co.za;35, Pink Valley Road, Helderberg, South Africa;-33,934444;18,869167
Vondeling Wines;Paarl;021 869 8595;http://www.vondelingwines.co.za;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Vrede en Lust Estate;Franschhoek;021 874 1611;http://www.vnl.co.za;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Vrede Wines;Stellenbosch;021 851 8475;http://www.vredewines.co.za;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-33,934444;18,869167
Vredenheim Wine Estate;Stellenbosch;021 881 3878;http://www.vredenheim.co.za;10, Pongracz Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Vriesenhof Vineyards;Stellenbosch;021 880 0284;http://www.vriesenhof.co.za;5, Porseleinberg Road, Swartland, South Africa;-33,934444;18,869167
Vry Burgher Wines;Stellenbosch;021 850 0160;http://www.vryburgher.co.za;8, Porterville Road, Worcester, 6849, South Africa;-33,934444;18,869167
Vrymansfontein;Paarl;082 617 4903;http://www.vrymansfontein.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Vulpes Wines;Worcester;079 038 9056;http://www.vulpeswines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Vuurberg Wine;Stellenbosch;072 182 7571;http://www.vuurberg.co.za;15, Pulpit Rock Road, Swartland, South Africa;-33,934444;18,869167
Waboomsrivier Winery;Worcester;023 355 1730;http://www.wabooms.com;5, Quando Road, Robertson, 6705, South Africa;42,2625621;-71,8018877
Walker Bay Estate;Overberg;028 341 0013;http://www.walkerbayestate.com/walkerbayvineyards;5, Pearly Bay Road, Worcester, 6849, South Africa;52,0390484;5,4964645
Warwick Wine Estate;Stellenbosch;021 884 4410;http://www.warwickwine.com;15, Perdeberg Wines Road, Paarl, 7646, South Africa;-33,934444;18,869167
Waterford Estate;Stellenbosch;021 880 5300;http://www.waterfordestate.co.za;25, Peter Bayly Road, Klein Karoo, South Africa;-33,934444;18,869167
Waterkloof;Helderberg;021 858 1292;http://www.waterkloofwines.co.za;10, Peter Falke Road, Stellenbosch, 7600, South Africa;42,6511341;-73,7936672
Waverley Hills Organic Wines;Tulbagh;023 231 0002;http://www.waverleyhills.co.za;15, Picky Bev Road, Stellenbosch, 7600, South Africa;-33,285059;19,140667
Weather Report Wine;Worcester;;http://www.weatherreport.wine;20, Piekenierskloof Road, Olifants River, South Africa;42,2625621;-71,8018877
Webersburg Wine Estate;Stellenbosch;021 881 3636;http://www.webersburg.co.za;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-33,934444;18,869167
Welgegund Heritage Wines;Wellington;021 873 2123;http://www.welgegund.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
Wellington Wines;Wellington;021 873 1582;http://www.wellingtonwines.com;35, Pink Valley Road, Helderberg, South Africa;-41,2887953;174,7772114
Welmoed Winery;Stellenbosch;021 881 3870;http://www.stellenboschvineyards.co.za/our-wines/welmoed/;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Weltevrede Wine Estate;Robertson;023 616 2141;http://www.weltevrede.com;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;31,0339058;-96,5079742
Weltevreden 1692;Stellenbosch;021 889 6588;http://www.weltevredenestate.com;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-33,934444;18,869167
Welvanpas Family Vineyards;Wellington;083 231 2149;http://www.welvanpas.co.za;10, Pongracz Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
Whalehaven Wines;Overberg;028 050 1301;http://www.whalehaven.co.za;5, Porseleinberg Road, Swartland, South Africa;52,0390484;5,4964645
Wheatfield Wines;Stellenbosch;082 856 3560;http://www.wheatfieldwines.co.za;8, Porterville Road, Worcester, 6849, South Africa;-33,934444;18,869167
Wildeberg Wines;Franschhoek;081 567 1451;http://www.wildeberg.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;-33,909167;19,119444
Wildebraam Liquers;Garden Route;028 514 3132;http://www.wildebraam.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,937034;23,84231689
Wildehurst Wines;Swartland;083 266 9174;http://www.wildehurst.co.za;15, Pulpit Rock Road, Swartland, South Africa;59,07070115;-3,267107947
Wildekrans Wine Estate;Overberg;028 284 9902;http://www.wildekrans.com;5, Quando Road, Robertson, 6705, South Africa;52,0390484;5,4964645
Wildepaarejacht;Paarl;083 923 1608;http://www.wildepaardejacht.co.za;5, Pearly Bay Road, Worcester, 6849, South Africa;-33,7310282;18,9642117
William Everson Wines;Elgin;082 554 6357;http://www.williameversonwines.com;15, Perdeberg Wines Road, Paarl, 7646, South Africa;42,03726;-88,2810994
Windmeul Cellar;Paarl;021 869 8043;http://www.windmeulwinery.co.za;25, Peter Bayly Road, Klein Karoo, South Africa;-33,7310282;18,9642117
Winkelshoek Wine Cellar;Swartland;022 913 1092;http://www.winkelshoek.co.za;10, Peter Falke Road, Stellenbosch, 7600, South Africa;59,07070115;-3,267107947
Winshaw Vineyards;Stellenbosch;076 767 1127;http://www.winshaw.co.za;15, Picky Bev Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Withington Wines;Darling;074 194 1711;http://www.withington.co.za;20, Piekenierskloof Road, Olifants River, South Africa;35,2009655;-111,400385
Wolf & Woman Wines;Swartland;;http://www.wolfandwomanwines.com;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;59,07070115;-3,267107947
Wolfkloof Wines;Robertson;023 626 1555;http://www.wolfkloof.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;31,0339058;-96,5079742
Wolvenhoek Vineyards;Wellington;064 942 6976;http://www.wolvenhoekvineyards.com;35, Pink Valley Road, Helderberg, South Africa;-41,2887953;174,7772114
Women in Wine;Stellenbosch;021 872 8967;http://www.womeninwine.co.za;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Wonderfontein Estate;Robertson;023 626 2212;http://www.wonderfonteinestate.co.za;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;31,0339058;-96,5079742
Yardstick Wines;Stellenbosch;021 881 8140;http://www.yardstickwines.com;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-33,934444;18,869167
Yerden Eksteen Wines;Worcester;;http://www.barthoeksteen.co.za/product/nosotros/;10, Pongracz Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
Yonder Hill;Stellenbosch;021 855 1008;http://www.yonderhill.co.za;5, Porseleinberg Road, Swartland, South Africa;-33,934444;18,869167
Zandvliet Wine Estate;Robertson;023 615 1505;http://www.zandvliet.co.za;8, Porterville Road, Worcester, 6849, South Africa;31,0339058;-96,5079742
Zandwijk;Paarl;084 980 2448;http://www.kleinedraken.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Zevenwacht Wine Estate;Stellenbosch;021 900 5700;http://www.zevenwacht.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Zidela Wines;Stellenbosch;021 880 2936;http://www.zidelawines.co.za;15, Pulpit Rock Road, Swartland, South Africa;-33,934444;18,869167
Zoetendal Wines;Elgin;+27 72 854 1720;http://www.zoetendal.co.za;5, Quando Road, Robertson, 6705, South Africa;42,03726;-88,2810994
Zonnebloem Wines;Stellenbosch;+27.218097000;http://www.zonnebloem.co.za;5, Porseleinberg Road, Swartland, South Africa;-33,934444;18,869167
Zorgvliet Wine Estate;Stellenbosch;+27.218851399;http://zorgvliet.com/;8, Porterville Road, Worcester, 6849, South Africa;-33,934444;18,869167

